pos_id	gene_name	gene_peak_link	h3k27ac	peak_log2fc	avg_replicate_cpm	rna_log2fc	rna_padj	tfs_bound	h3k27ac_au_enriched
chr1:207031501-207033600	C1orf116	promoter	TRUE	-0.5452257736039956	26.00309200247226	0.431661246104497	4.989980860479851e-9	Arid3a_MA0151.1,ASCL1_MA1631.2,Atf3_MA1988.2,Bach1Mafk_MA0591.2,BATF3_MA0835.3,BATFJUN_MA0462.3,BATF_MA1634.2,Bhlha15_MA1472.3,BHLHE22_MA1635.2,BNC2_MA1928.2,CTCFL_MA1102.3,CTCF_MA0139.2,CTCF_MA1929.2,DPRX_MA1480.2,E2F6_MA0471.3,EBF1_MA0154.5,Ebf4_MA2122.1,ELK1HOXA1_MA1931.1,ERFFIGLA_MA1934.2,ERFFOXI1_MA1935.2,ERFFOXO1_MA1936.2,Erg_MA0474.4,ETV2FIGLA_MA1941.2,ETV2FOXI1_MA1942.2,ETV5FIGLA_MA1945.2,ETV5FOXI1_MA1946.2,ETV5FOXO1_MA1947.2,EWSR1-FLI1_MA0149.1,FIGLA_MA0820.2,FLI1FOXI1_MA1950.2,FOSL1JUN_MA1128.2,FOSL1_MA0477.3,FOSL2_MA0478.2,FOXB1_MA0845.1,FOXC1_MA0032.2,FOXC2_MA0846.2,FOXE1_MA1487.3,FOXO1ELF1_MA1953.2,FOXO1ELK1_MA1954.2,FOXO1ELK3_MA1955.2,FOXO1FLI1_MA1956.2,GABPA_MA0062.4,GATA1TAL1_MA0140.3,GRHL1_MA0647.2,GRHL2_MA1105.3,Hand1_MA2123.1,HAND2_MA1638.2,HIC2_MA0738.2,HNF4A_MA0114.5,HNF4G_MA0484.3,HOXA7_MA1498.3,HOXB2ELK1_MA1957.1,HSF4_MA0771.1,IKZF1_MA1508.2,JUNB_MA0490.3,JUND_MA0491.3,JUNJUNB_MA1132.2,Jun_MA0489.3,KLF10_MA1511.2,KLF12_MA0742.2,KLF14_MA0740.2,KLF17_MA1514.2,KLF1_MA0493.3,KLF2_MA1515.2,KLF4_MA0039.5,KLF5_MA0599.1,KLF6_MA1517.2,KLF7_MA1959.2,KLF9_MA1107.3,Lhx3_MA0135.2,MAFA_MA1521.2,Mafg_MA0659.4,MAFGNFE2L1_MA0089.3,MAFK_MA0496.4,MAFNFE2_MA0501.2,MAZ_MA1522.2,MGAEVX1_MA1960.2,MITF_MA0620.4,MSC_MA0665.1,MXI1_MA1108.3,MYC_MA0147.4,MYF5_MA1641.2,MYOD1_MA0499.3,MYOG_MA0500.3,NEUROD1_MA1109.2,Neurod2_MA0668.3,Neurod2_MA1993.2,Nfat5_MA0606.3,Nfatc1_MA0624.3,NFATC3_MA0625.3,Nfe2l2_MA0150.3,NFYA_MA0060.4,NFYB_MA0502.3,NFYC_MA1644.2,NR1D1_MA1531.2,Nr2F6_MA0728.1,Olig2_MA1997.2,PATZ1_MA1961.2,PBX3_MA1114.2,PKNOX2_MA0783.1,Plagl1_MA1615.2,PLAGL2_MA1548.2,PpargRxra_MA0065.3,Prdm5_MA1999.2,PRDM9_MA1723.2,Ptf1A_MA1619.2,Ptf1A_MA1620.2,RARA_MA0729.1,RARA_MA0730.1,RARARXRA_MA0159.1,Rarb_MA0857.1,Rarg_MA0859.2,RELA_MA0107.1,RELB_MA1117.2,REL_MA0101.1,REST_MA0138.3,RORA_MA0072.2,RREB1_MA0073.2,RUNX3_MA0684.3,SATB1_MA1963.2,SNAI1_MA1558.2,SNAI2_MA0745.3,SNAI3_MA1559.2,SP1_MA0079.5,SP2_MA0516.3,SP4_MA0685.2,SP5_MA1965.2,SP8_MA0747.2,Spi1_MA0080.7,SPIC_MA0687.2,Spz1_MA0111.1,TAL1TCF3_MA0091.2,TBX5_MA0807.1,Tcf12_MA0521.3,Tcf21_MA0832.2,TEAD1_MA0090.4,TFAP2A_MA0003.5,TFAP2C_MA0814.3,TFAP4ETV1_MA1966.2,TFAP4FLI1_MA1967.2,TFAP4_MA0691.1,Tfcp2l1_MA0145.2,TFCP2_MA1968.2,TGIF1_MA0796.1,TGIF2LX_MA1571.1,TGIF2LY_MA1572.1,TGIF2_MA0797.1,THRB_MA1575.2,TWIST1_MA1123.3,Twist2_MA0633.3,USF1_MA0093.4,ZBED4_MA2328.1,ZBTB18_MA0698.2,ZEB1_MA0103.4,ZFP14_MA1972.1,ZIC1_MA0696.1,ZIC4_MA0751.2,ZKSCAN1_MA1585.2,ZKSCAN5_MA1652.2,ZNF148_MA1653.2,ZNF184_MA2120.1,ZNF189_MA1725.2,ZNF211_MA1974.2,ZNF213_MA2121.1,ZNF263_MA0528.3,ZNF281_MA1630.3,ZNF324_MA1977.2,ZNF341_MA1655.2,ZNF382_MA1594.1,ZNF416_MA1979.2,ZNF418_MA1980.1,ZNF449_MA1656.2,ZNF460_MA1596.1,ZNF530_MA1981.2,ZNF549_MA1728.2,ZNF667_MA1984.2,ZNF684_MA1600.2,ZNF701_MA1987.2,ZNF740_MA0753.3,ZNF768_MA1731.2,ZNF76_MA1716.2,ZNF784_MA1717.2,ZNF816_MA1719.2	TRUE
chr1:214550851-214552650	PTPN14	promoter	TRUE	-0.6810015149807712	14.854937312424319	-0.218041340540042	0.00955128622581195	NA	NA
chr1:224173501-224173800	DEGS1	promoter	TRUE	-1.3095222038645664	1.0770462471872952	-0.0430731068616712	0.37813857511518895	NA	NA
chr1:234610351-234613500	IRF2BP2	promoter	TRUE	-0.685617903405546	26.176831108136142	-0.12591385305913902	0.0180818363561132	NA	NA
chr1:244833751-244836450	COX20	promoter	TRUE	-0.6595158834805349	20.860657287764646	0.171121830835144	0.00376567509687107	NA	NA
chr10:45000751-45002100	ZNF22	promoter	TRUE	-0.7455710856480041	9.042940423905177	-0.290048589042817	3.17081172970724e-5	NA	NA
chr10:60777901-60779100	CDK1	promoter	TRUE	-0.2961420677164471	12.707179365575607	-0.6910126934983639	6.189351182159709e-11	NA	TRUE
chr10:91908151-91909650	FGFBP3	promoter	TRUE	-0.36213933905437795	12.514663738949357	-0.476904670855799	0.0567124517569732	NA	NA
chr10:109995751-109996500	ADD3	promoter	TRUE	-0.9052388491696881	2.7873399762524347	-0.20611002282881197	9.2068706165658e-4	SOX10_MA0442.3,Sox11_MA0869.3,SOX12_MA1561.2,SOX4_MA0867.3,Zic1Zic2_MA1628.2,Zic2_MA1629.2,Zic3_MA0697.3	NA
chr11:2375551-2376300	CD81	promoter	TRUE	-0.6117530692133345	3.4107805854592868	-0.123420144139407	0.0209775659413087	NA	TRUE
chr11:9136501-9139500	SCUBE2	promoter	TRUE	-1.6597224354000377	12.915959354086958	-0.452785587729291	5.31827124736558e-6	ARNTHIF1A_MA0259.2,ASCL1_MA1631.2,Ascl2_MA0816.1,Atf3_MA1988.2,BACH1_MA1633.2,BACH2_MA1101.3,BATF3_MA0835.3,BATFJUN_MA0462.3,BATF_MA1634.2,BNC2_MA1928.2,CTCF_MA0139.2,CTCF_MA1929.2,EBF1_MA0154.5,Ebf2_MA1604.2,EBF3_MA1637.2,Ebf4_MA2122.1,Elf5_MA0136.4,ERFFOXO1_MA1936.2,EWSR1-FLI1_MA0149.1,FIGLA_MA0820.2,FOSBJUNB_MA1135.2,FOSJUNB_MA1134.2,FOSJUND_MA1141.2,FOSJUN_MA0099.4,FOSL1JUNB_MA1137.2,FOSL1JUND_MA1142.2,FOSL1JUN_MA1128.2,FOSL1_MA0477.3,FOSL2JUNB_MA1138.2,FOSL2JUND_MA1144.2,FOSL2JUN_MA1130.2,FOSL2_MA0478.2,FOS_MA0476.2,Foxn1_MA1684.1,IKZF2_MA2326.1,IRF7_MA0772.2,JDP2_MA0655.1,JUNB_MA0490.3,JUND_MA0491.3,JUNJUNB_MA1132.2,Jun_MA0489.3,KLF17_MA1514.2,Mafg_MA0659.4,MAFK_MA0496.4,MEIS1_MA0498.3,MGAEVX1_MA1960.2,MYOD1_MA0499.3,NFE2_MA0841.2,NR2C2_MA0504.2,NR2F1_MA1537.2,Nr2f6_MA0677.2,OSR2_MA1646.2,PLAGL2_MA1548.2,PPARARXRA_MA1148.2,PPARD_MA1550.2,PpargRxra_MA0065.3,Prdm5_MA1999.2,PRDM9_MA1723.2,REST_MA0138.3,Rxra_MA0512.2,RXRB_MA0855.1,RXRG_MA0856.1,SNAI1_MA1558.2,SNAI2_MA0745.3,SNAI3_MA1559.2,SOX12_MA1561.2,SOX18_MA1563.2,Spi1_MA0080.7,SPIC_MA0687.2,SRY_MA0084.2,Stat2_MA1623.2,TCF12_MA1648.2,TCF3_MA0522.4,TCF4_MA0830.3,TFAP2A_MA0810.2,TFAP2B_MA0811.2,TFAP2B_MA0812.2,TFAP2C_MA0524.3,THRA_MA1969.2,THRB_MA1574.2,ZBTB6_MA1581.2,ZEB1_MA0103.4,ZFP14_MA1972.1,Zfp335_MA2002.2,Zfx_MA0146.3,Zic2_MA1629.2,ZIC4_MA0751.2,ZIC5_MA1584.2,ZKSCAN5_MA1652.2,ZNF257_MA1710.2,ZNF320_MA1976.2,ZNF416_MA1979.2,ZNF530_MA1981.2,ZNF574_MA1982.2,ZNF675_MA1714.2,ZNF692_MA1986.2,ZNF75D_MA1601.2,ZNF768_MA1731.2,ZNF816_MA1719.2	NA
chr11:17207401-17210250	PIK3C2A	promoter	TRUE	-0.4239376347863744	21.869982850404828	0.0415849224751721	0.586396756364348	NA	NA
chr11:17207401-17210250	NUCB2	promoter	TRUE	-0.4239376347863744	21.869982850404828	-0.20606229768093304	0.0020706213293359	NA	NA
chr11:28107451-28108650	METTL15	promoter	TRUE	-0.4485827260649894	13.731067082615365	-0.373607036374516	4.2467109157372e-4	NA	NA
chr11:28107451-28108650	KIF18A	promoter	TRUE	-0.4485827260649894	13.731067082615365	-0.5260388421801321	4.648982810487129e-7	NA	NA
chr11:63936901-63940650	NAA40	promoter	TRUE	-0.44989775660796305	76.16532933501628	-0.244344184828077	5.676541057137571e-5	NA	NA
chr11:64236301-64240950	FKBP2	promoter	TRUE	-0.40332261938250347	65.0240928858073	-0.0886634368300587	0.23362428906434196	NA	NA
chr11:64316851-64321200	PRDX5	promoter	TRUE	-0.49123700335602005	108.22962565736309	0.091064852327273	0.104613463511076	NA	NA
chr11:64316851-64321200	TRMT112	promoter	TRUE	-0.49123700335602005	108.22962565736309	-0.131277518410656	0.0133377392128905	NA	NA
chr11:64841551-64846050	CDC42BPG	promoter	TRUE	-0.435639545989091	49.27823952692365	0.00995219412133252	0.9098838754143042	NA	NA
chr11:65040601-65042250	SAC3D1	promoter	TRUE	-0.2855028573525514	58.67842322542327	-0.307660619425778	1.3650657294477e-4	NA	NA
chr11:65885401-65889600	FIBP	promoter	TRUE	-0.7918239214573268	44.587407758033756	-0.248203456449915	3.77760051851884e-5	NA	NA
chr11:65885401-65889600	CCDC85B	promoter	TRUE	-0.7918239214573268	44.587407758033756	-0.531352604178473	1.45846073211413e-6	NA	NA
chr11:65889901-65894250	FIBP	promoter	TRUE	-0.4519768339955987	36.710437010447116	-0.248203456449915	3.77760051851884e-5	NA	NA
chr11:65889901-65894250	CCDC85B	promoter	TRUE	-0.4519768339955987	36.710437010447116	-0.531352604178473	1.45846073211413e-6	NA	NA
chr11:66256501-66259050	KLC2	promoter	TRUE	-0.39384279773098546	46.78223725942531	-0.20423701778444897	7.7708952025592e-4	NA	NA
chr11:67264951-67269150	GRK2	promoter	TRUE	-0.47557928635329294	29.142863887702383	0.165052869766619	0.00177382224432203	NA	NA
chr11:67316551-67318650	RAD9A	promoter	TRUE	-0.4624573781653561	40.827445024564256	-0.439130176752859	1.38026016883147e-5	NA	NA
chr11:68001751-68006400	UNC93B1	promoter	TRUE	-0.3988235771652029	27.319914807536126	-0.15120205682034302	0.0565641550909002	NA	NA
chr11:77589301-77590950	AQP11	promoter	TRUE	-0.6086078036592502	19.11301998937134	0.40283857248753496	0.0707873911446572	NA	NA
chr11:86673901-86674800	ME3	promoter	TRUE	-0.43942419281521916	4.042737635495826	-0.0294281069267779	0.678127114365576	NA	NA
chr11:86790151-86791500	PRSS23	promoter	TRUE	-1.813171005192006	4.56242463342869	-0.20873341759062303	0.0199513182385184	CDX1_MA0878.3,Gfi1B_MA0483.2,Hmga1_MA2124.1,Hoxa13_MA0650.4,HOXB13_MA0901.3,Hoxd13_MA0909.4,MEIS1_MA0498.3,NFIA_MA0670.2,NFIX_MA0671.2,RBPJ_MA1116.2,RHOXF1_MA0719.2,STAT1_MA0137.4,STAT3_MA0144.3,Stat4_MA0518.2,Stat5b_MA1625.2,Zfp809_MA2125.1,ZNF189_MA1725.2,ZNF667_MA1984.2	TRUE
chr11:93541801-93543900	SMCO4	promoter	TRUE	-0.3110338460064533	16.705758568266404	-0.794292860601179	9.147221847117592e-11	NA	NA
chr11:102346651-102348300	BIRC2	promoter	TRUE	-0.7876663560390458	14.66539153612436	0.22845346460783195	0.00179480156384835	NA	NA
chr11:108592651-108594300	EXPH5	promoter	TRUE	-0.5508863130821063	24.364136106526516	-0.44533694065730994	4.853250104465571e-7	NA	NA
chr11:110711101-110713650	ARHGAP20	promoter	TRUE	-0.6711598769242912	18.22425965979483	-1.02613141347392	4.57301914340303e-8	NA	NA
chr11:111601801-111603600	SIK2	promoter	TRUE	-0.6697383962859296	23.727218403435575	0.17433443922615197	0.0197173343219937	NA	NA
chr11:113773051-113774250	ZW10	promoter	TRUE	-0.44437371334934794	12.10577332547873	-0.168881399104718	0.0108951309867498	NA	NA
chr11:117177751-117179700	SIDT2	promoter	TRUE	-0.6015377332863231	13.77022115382241	0.5923629113207529	2.63168607474577e-7	NA	NA
chr11:118076701-118077300	TMPRSS4	promoter	TRUE	-0.4696810249943044	3.7440280355583324	0.139209291050129	0.241088324474495	NA	TRUE
chr11:118529701-118532250	TMEM25	promoter	TRUE	-0.810748487026662	17.669484486662064	-0.0783416154605092	0.318719295710697	NA	NA
chr11:119100151-119103300	C2CD2L	promoter	TRUE	-0.6098630183201094	34.3654575298967	0.489439167050062	2.7499330525333196e-6	NA	NA
chr11:130001551-130003950	PRDM10	promoter	TRUE	-0.30130545366485106	34.64318946537227	0.0391250570776771	0.579156932055897	NA	NA
chr12:6492751-6494700	MRPL51	promoter	TRUE	-0.5000932707329129	25.111413060163056	-0.3495493526424471	3.629648831261239e-6	NA	NA
chr12:6492751-6494700	NCAPD2	promoter	TRUE	-0.5000932707329129	25.111413060163056	-0.870230724142515	2.7584755636744797e-13	NA	NA
chr12:6532351-6536400	GAPDH	promoter	TRUE	-0.4739866784477239	43.17799517509336	-0.282930807879819	9.20073561741304e-7	NA	NA
chr12:12349801-12351300	MANSC1	promoter	TRUE	-1.898597577219679	10.980118465907932	0.285405512552513	7.6819525285714e-5	NA	NA
chr12:27243901-27244800	STK38L	promoter	TRUE	-0.5132658360088127	12.954058967082023	0.159570659540446	0.0554453875602559	NA	NA
chr12:56151601-56152800	MYL6B	promoter	TRUE	-0.6071253446933955	11.374364119523838	0.0761026649039591	0.239839120995408	NA	NA
chr12:57844651-57847500	CTDSP2	promoter	TRUE	-0.8837914797495895	20.58197651578283	-0.41152102464061496	8.405227516977109e-9	NA	NA
chr12:110467951-110469600	GPN3	promoter	TRUE	-0.4455089363754051	19.484652202463113	-0.559529670115296	4.7295731972307306e-8	NA	NA
chr12:110467951-110469600	FAM216A	promoter	TRUE	-0.4455089363754051	19.484652202463113	-0.627621778753925	3.75408659037348e-8	NA	NA
chr14:37594201-37597350	FOXA1	promoter	TRUE	-0.27742285776434167	33.950536336226115	0.231115635418364	1.23400923190759e-5	NA	NA
chr14:37594201-37597350	TTC6	promoter	TRUE	-0.27742285776434167	33.950536336226115	0.8671910960732159	2.5719514752910398e-11	NA	NA
chr14:50832601-50833500	NIN	promoter	TRUE	-0.5508244316583957	2.4290561789931004	-0.21132007183021803	0.00124319519807645	NA	NA
chr14:60091201-60092850	PCNX4	promoter	TRUE	-0.34611366835766993	22.40744970686725	0.257712208222557	3.97502092900485e-5	NA	NA
chr14:61694851-61696500	HIF1A	promoter	TRUE	-0.8494529615731102	15.964680778419302	0.8441906286221039	1.76014672796126e-12	NA	NA
